video_id,path,duration
1454,/root/bucket2/puns-vicarship-short.mp4,30
1714,/videos/2020-02-03/puns-vicarship-long.mp4,33
1855,/root/bucket5/tranquilize-supranationalisms-short.mp4,18
782,/root/bucket3/tranquilize-supranationalisms-long.mp4,58
582,/root/bucket2/roughened-simonise-short.mp4,18
1854,/root/bucket3/roughened-simonise-long.mp4,52
317,/root/bucket3/brashing-randomizations-short.mp4,22
904,/videos/2020-02-01/brashing-randomizations-long.mp4,29
583,/root/bucket3/skyman-crossroad-short.mp4,15
1984,/root/bucket5/skyman-crossroad-long.mp4,30
266,/root/bucket1/barters-unsteadies-short.mp4,21
1735,/media/barters-unsteadies-long.mp4,38
1375,/root/bucket3/abandonment-distinctness-short.mp4,28
992,/media/abandonment-distinctness-long.mp4,43
1972,/media/hefted-soliloquists-short.mp4,22
9,/videos/2020-02-04/hefted-soliloquists-long.mp4,49
1893,/videos/2020-02-04/vexillologies-echinuses-short.mp4,8
1675,/videos/2020-02-02/vexillologies-echinuses-long.mp4,29
1644,/videos/2020-02-04/terpineols-stereotyper-short.mp4,18
1626,/root/bucket3/terpineols-stereotyper-long.mp4,27
495,/root/bucket5/uncategorisable-lilts-short.mp4,21
1794,/root/bucket4/uncategorisable-lilts-long.mp4,32
1889,/media/balletomania-falderaling-short.mp4,6
950,/media/balletomania-falderaling-long.mp4,56
142,/media/caudillos-desertified-short.mp4,24
343,/media/caudillos-desertified-long.mp4,54
1851,/videos/2020-02-03/baken-welch-short.mp4,12
444,/root/bucket5/baken-welch-long.mp4,56
461,/root/bucket3/coemploy-hysteranthous-short.mp4,19
1100,/root/bucket4/coemploy-hysteranthous-long.mp4,43
217,/media/ascertain-pleas-short.mp4,14
1863,/videos/2020-02-01/ascertain-pleas-long.mp4,36
63,/root/bucket1/centennially-rockfalls-short.mp4,25
1141,/videos/2020-02-02/centennially-rockfalls-long.mp4,47
1660,/videos/2020-02-03/mumbliest-phial-short.mp4,7
492,/root/bucket1/mumbliest-phial-long.mp4,32
231,/root/bucket2/cinquecentos-feignednesses-short.mp4,24
302,/videos/2020-02-04/cinquecentos-feignednesses-long.mp4,41
772,/root/bucket1/compradore-blit-short.mp4,30
147,/media/compradore-blit-long.mp4,57
522,/root/bucket1/toluols-reaedifyed-short.mp4,24
591,/media/toluols-reaedifyed-long.mp4,47
1064,/root/bucket1/joggling-destructo-short.mp4,7
172,/videos/2020-02-03/joggling-destructo-long.mp4,36
160,/videos/2020-02-04/nonvegetarian-submittings-short.mp4,20
527,/root/bucket4/nonvegetarian-submittings-long.mp4,34
451,/media/embassages-precognoscing-short.mp4,27
1934,/videos/2020-02-02/embassages-precognoscing-long.mp4,27
1132,/root/bucket5/subperiods-rebegin-short.mp4,12
372,/root/bucket1/subperiods-rebegin-long.mp4,36
1783,/videos/2020-02-04/felching-shortarses-short.mp4,30
1922,/videos/2020-02-01/felching-shortarses-long.mp4,44
1425,/videos/2020-02-03/avens-electroencephalographic-short.mp4,28
844,/root/bucket5/avens-electroencephalographic-long.mp4,30
221,/root/bucket5/dungier-epiphysis-short.mp4,12
1314,/root/bucket4/dungier-epiphysis-long.mp4,49
553,/videos/2020-02-04/gynaecia-stickhandle-short.mp4,20
880,/videos/2020-02-01/gynaecia-stickhandle-long.mp4,59
1436,/videos/2020-02-01/agaric-articulatenesses-short.mp4,24
1576,/videos/2020-02-03/agaric-articulatenesses-long.mp4,28
253,/media/mitched-micromanipulations-short.mp4,29
838,/videos/2020-02-02/mitched-micromanipulations-long.mp4,58
1320,/videos/2020-02-04/tableaus-repatriated-short.mp4,9
1104,/media/tableaus-repatriated-long.mp4,51
1613,/root/bucket3/mucins-culicine-short.mp4,15
52,/root/bucket3/mucins-culicine-long.mp4,42
1762,/root/bucket1/prunted-outstation-short.mp4,10
155,/root/bucket2/prunted-outstation-long.mp4,28
1494,/videos/2020-02-03/preplanning-prostituted-short.mp4,12
1495,/media/preplanning-prostituted-long.mp4,46
864,/root/bucket2/conjurer-outrocking-short.mp4,6
1619,/root/bucket3/conjurer-outrocking-long.mp4,27
1940,/videos/2020-02-02/inclosures-whillywhaws-short.mp4,12
662,/media/inclosures-whillywhaws-long.mp4,57
803,/root/bucket1/crankcase-nonequilibria-short.mp4,25
227,/videos/2020-02-01/crankcase-nonequilibria-long.mp4,54
159,/root/bucket2/pneumonias-dispassionately-short.mp4,17
1664,/videos/2020-02-02/pneumonias-dispassionately-long.mp4,30
516,/root/bucket1/unelectrified-gallicise-short.mp4,5
458,/root/bucket2/unelectrified-gallicise-long.mp4,54
1569,/videos/2020-02-01/gaggeries-chromotype-short.mp4,30
439,/videos/2020-02-01/gaggeries-chromotype-long.mp4,37
364,/root/bucket5/avifaunas-perchlorate-short.mp4,13
251,/videos/2020-02-03/avifaunas-perchlorate-long.mp4,48
621,/root/bucket5/inflictor-hydrosoma-short.mp4,26
294,/videos/2020-02-02/inflictor-hydrosoma-long.mp4,54
181,/root/bucket2/portrayed-aldermanlike-short.mp4,17
982,/root/bucket1/portrayed-aldermanlike-long.mp4,27
1424,/media/carboyed-microcyte-short.mp4,9
1409,/root/bucket4/carboyed-microcyte-long.mp4,51
1083,/videos/2020-02-01/upstep-rand-short.mp4,6
1284,/videos/2020-02-04/upstep-rand-long.mp4,51
1374,/videos/2020-02-03/maltsters-stethoscopists-short.mp4,26
1319,/root/bucket5/maltsters-stethoscopists-long.mp4,54
1418,/media/guangos-infusions-short.mp4,8
509,/root/bucket1/guangos-infusions-long.mp4,32
0,/videos/2020-02-03/lingers-quickbeam-short.mp4,10
1304,/videos/2020-02-03/lingers-quickbeam-long.mp4,53
1839,/videos/2020-02-01/woon-issues-short.mp4,16
1521,/root/bucket4/woon-issues-long.mp4,49
512,/root/bucket4/effectualness-scathing-short.mp4,28
1287,/videos/2020-02-03/effectualness-scathing-long.mp4,47
1159,/root/bucket2/oanshagh-hindquarters-short.mp4,9
1047,/videos/2020-02-01/oanshagh-hindquarters-long.mp4,58
1310,/root/bucket4/podiums-lea-short.mp4,7
1347,/root/bucket4/podiums-lea-long.mp4,26
588,/media/bouses-devitalizing-short.mp4,21
779,/videos/2020-02-04/bouses-devitalizing-long.mp4,38
1210,/media/cuneal-backspaces-short.mp4,30
1014,/root/bucket3/cuneal-backspaces-long.mp4,58
235,/root/bucket3/gangsterdom-noncrisis-short.mp4,5
220,/root/bucket2/gangsterdom-noncrisis-long.mp4,26
99,/videos/2020-02-02/neafes-overadvertizing-short.mp4,29
826,/root/bucket3/neafes-overadvertizing-long.mp4,32
871,/root/bucket5/seamanships-kalpas-short.mp4,9
77,/root/bucket5/seamanships-kalpas-long.mp4,54
1181,/videos/2020-02-03/enantiopathies-rechanging-short.mp4,24
15,/root/bucket2/enantiopathies-rechanging-long.mp4,37
847,/root/bucket4/minbar-heediness-short.mp4,11
956,/videos/2020-02-03/minbar-heediness-long.mp4,32
751,/root/bucket1/retextured-unmerited-short.mp4,11
1413,/videos/2020-02-03/retextured-unmerited-long.mp4,43
1570,/videos/2020-02-04/brawnily-chlorella-short.mp4,30
581,/videos/2020-02-01/brawnily-chlorella-long.mp4,54
1452,/videos/2020-02-04/retrospecting-optics-short.mp4,28
971,/videos/2020-02-04/retrospecting-optics-long.mp4,25
865,/root/bucket1/blacktops-nummuline-short.mp4,26
1755,/root/bucket1/blacktops-nummuline-long.mp4,46
1303,/root/bucket1/underuse-microsleeps-short.mp4,21
1147,/root/bucket2/underuse-microsleeps-long.mp4,30
1412,/root/bucket1/pervier-nasalise-short.mp4,25
1546,/root/bucket1/pervier-nasalise-long.mp4,32
1835,/media/unctuously-refractometer-short.mp4,29
337,/root/bucket3/unctuously-refractometer-long.mp4,37
353,/videos/2020-02-04/cliparts-synoicous-short.mp4,23
1238,/root/bucket1/cliparts-synoicous-long.mp4,32
1802,/videos/2020-02-04/genealogize-maquiladoras-short.mp4,17
199,/root/bucket3/genealogize-maquiladoras-long.mp4,55
1108,/root/bucket5/alchemical-supported-short.mp4,7
103,/videos/2020-02-03/alchemical-supported-long.mp4,55
1864,/media/hemitropous-semiofficially-short.mp4,22
731,/root/bucket1/hemitropous-semiofficially-long.mp4,42
541,/root/bucket2/terracettes-mimer-short.mp4,21
296,/media/terracettes-mimer-long.mp4,48
683,/root/bucket5/autorotating-frijole-short.mp4,13
926,/root/bucket4/autorotating-frijole-long.mp4,47
1114,/videos/2020-02-01/chaffinches-quinquagesimal-short.mp4,17
1164,/root/bucket3/chaffinches-quinquagesimal-long.mp4,36
597,/videos/2020-02-01/trevallys-gunneries-short.mp4,23
284,/videos/2020-02-03/trevallys-gunneries-long.mp4,42
1196,/root/bucket5/bordereau-inquisitive-short.mp4,21
923,/media/bordereau-inquisitive-long.mp4,41
1734,/videos/2020-02-03/disaccording-storekeeping-short.mp4,29
1708,/videos/2020-02-02/disaccording-storekeeping-long.mp4,53
411,/root/bucket2/remixed-glorifies-short.mp4,25
1255,/videos/2020-02-03/remixed-glorifies-long.mp4,32
334,/videos/2020-02-01/halogenation-dandyfunks-short.mp4,7
925,/root/bucket2/halogenation-dandyfunks-long.mp4,55
1657,/root/bucket2/braggartly-holstering-short.mp4,10
8,/root/bucket1/braggartly-holstering-long.mp4,35
776,/root/bucket4/emption-snouty-short.mp4,29
358,/media/emption-snouty-long.mp4,45
705,/root/bucket2/duskened-aldohexose-short.mp4,21
1028,/media/duskened-aldohexose-long.mp4,53
616,/videos/2020-02-03/torridness-schemozzled-short.mp4,5
1915,/videos/2020-02-04/torridness-schemozzled-long.mp4,39
1733,/videos/2020-02-04/aidless-patronized-short.mp4,14
978,/root/bucket4/aidless-patronized-long.mp4,47
1317,/videos/2020-02-01/lollapalooza-unexploded-short.mp4,13
1032,/videos/2020-02-02/lollapalooza-unexploded-long.mp4,25
116,/videos/2020-02-03/saliences-experiencer-short.mp4,17
894,/media/saliences-experiencer-long.mp4,48
1021,/videos/2020-02-02/aghas-trunksleeve-short.mp4,20
868,/root/bucket2/aghas-trunksleeve-long.mp4,32
1463,/root/bucket5/pummelled-acidifies-short.mp4,21
1479,/videos/2020-02-04/pummelled-acidifies-long.mp4,42
98,/root/bucket5/cardiologists-tonkers-short.mp4,19
919,/media/cardiologists-tonkers-long.mp4,47
1738,/root/bucket2/kazillions-geomedicines-short.mp4,29
551,/media/kazillions-geomedicines-long.mp4,41
659,/media/nickeliferous-pyrolas-short.mp4,18
571,/videos/2020-02-01/nickeliferous-pyrolas-long.mp4,47
1058,/videos/2020-02-01/syncopation-methenamine-short.mp4,9
795,/root/bucket4/syncopation-methenamine-long.mp4,51
352,/root/bucket5/arithmophobias-battalions-short.mp4,13
4,/root/bucket3/arithmophobias-battalions-long.mp4,28
1634,/media/blockishly-undermines-short.mp4,6
1034,/videos/2020-02-03/blockishly-undermines-long.mp4,60
799,/videos/2020-02-01/fleecy-epacts-short.mp4,24
976,/videos/2020-02-01/fleecy-epacts-long.mp4,31
1502,/root/bucket1/okay-windsail-short.mp4,16
547,/root/bucket2/okay-windsail-long.mp4,39
546,/root/bucket5/pepperer-rustication-short.mp4,9
1997,/root/bucket4/pepperer-rustication-long.mp4,50
78,/videos/2020-02-02/shipless-refinished-short.mp4,11
977,/root/bucket4/shipless-refinished-long.mp4,50
462,/root/bucket4/semilethal-vidimuses-short.mp4,14
1188,/videos/2020-02-01/semilethal-vidimuses-long.mp4,30
202,/videos/2020-02-03/extensionists-throaty-short.mp4,24
1115,/videos/2020-02-01/extensionists-throaty-long.mp4,31
560,/root/bucket5/conspirers-physiques-short.mp4,16
699,/root/bucket5/conspirers-physiques-long.mp4,59
748,/videos/2020-02-01/sinewless-eughen-short.mp4,20
1740,/root/bucket2/sinewless-eughen-long.mp4,33
611,/videos/2020-02-02/arachnophobes-whangam-short.mp4,11
140,/videos/2020-02-02/arachnophobes-whangam-long.mp4,41
1684,/root/bucket1/workfare-gunboat-short.mp4,6
276,/videos/2020-02-02/workfare-gunboat-long.mp4,25
267,/root/bucket5/eastlin-carbonadoing-short.mp4,19
351,/root/bucket3/eastlin-carbonadoing-long.mp4,43
426,/videos/2020-02-02/strewments-calceolarias-short.mp4,16
887,/videos/2020-02-03/strewments-calceolarias-long.mp4,60
642,/root/bucket3/laterising-aquaphobics-short.mp4,28
1433,/videos/2020-02-02/laterising-aquaphobics-long.mp4,60
453,/root/bucket1/hypophysectomies-carhopping-short.mp4,20
730,/videos/2020-02-04/hypophysectomies-carhopping-long.mp4,33
1736,/root/bucket5/onloads-ballyard-short.mp4,11
1110,/root/bucket3/onloads-ballyard-long.mp4,31
1555,/media/operosenesses-kiwifruit-short.mp4,26
383,/root/bucket1/operosenesses-kiwifruit-long.mp4,42
1042,/videos/2020-02-02/futhork-role-short.mp4,24
182,/root/bucket4/futhork-role-long.mp4,51
271,/videos/2020-02-02/pressors-disanimate-short.mp4,28
573,/videos/2020-02-03/pressors-disanimate-long.mp4,38
1766,/media/starboarding-nephrotoxicities-short.mp4,11
1725,/videos/2020-02-02/starboarding-nephrotoxicities-long.mp4,50
1924,/root/bucket5/roue-mallanders-short.mp4,10
1916,/root/bucket5/roue-mallanders-long.mp4,48
425,/root/bucket5/geo-intergranular-short.mp4,13
229,/root/bucket1/geo-intergranular-long.mp4,47
127,/videos/2020-02-03/excel-postilions-short.mp4,20
1720,/root/bucket2/excel-postilions-long.mp4,48
314,/root/bucket4/immobilism-sugarcoat-short.mp4,18
94,/videos/2020-02-04/immobilism-sugarcoat-long.mp4,51
1891,/root/bucket5/clabbers-tostada-short.mp4,15
524,/root/bucket5/clabbers-tostada-long.mp4,48
1291,/root/bucket3/cagyness-ferine-short.mp4,27
1166,/root/bucket4/cagyness-ferine-long.mp4,50
344,/videos/2020-02-04/reprographic-centralization-short.mp4,29
135,/root/bucket2/reprographic-centralization-long.mp4,55
1779,/root/bucket1/blastomeric-nincompoopery-short.mp4,21
394,/root/bucket5/blastomeric-nincompoopery-long.mp4,57
332,/media/undepreciated-dankly-short.mp4,7
1345,/root/bucket1/undepreciated-dankly-long.mp4,40
197,/videos/2020-02-02/expressiveness-gulfweeds-short.mp4,26
24,/videos/2020-02-02/expressiveness-gulfweeds-long.mp4,54
114,/videos/2020-02-01/tautologisms-pickin-short.mp4,21
418,/root/bucket1/tautologisms-pickin-long.mp4,55
1830,/videos/2020-02-01/bandas-chinaman-short.mp4,8
1878,/videos/2020-02-01/bandas-chinaman-long.mp4,34
1812,/root/bucket2/dimethylhydrazines-quicksilver-short.mp4,22
1225,/root/bucket2/dimethylhydrazines-quicksilver-long.mp4,32
1355,/root/bucket4/nonathlete-overtreated-short.mp4,29
910,/root/bucket3/nonathlete-overtreated-long.mp4,35
1897,/videos/2020-02-01/fallfish-stripiness-short.mp4,6
692,/root/bucket5/fallfish-stripiness-long.mp4,27
1244,/videos/2020-02-04/smalminess-shisos-short.mp4,12
1156,/media/smalminess-shisos-long.mp4,53
1429,/root/bucket3/relieved-utilitarianized-short.mp4,12
511,/media/relieved-utilitarianized-long.mp4,42
450,/media/mathematician-beekeepers-short.mp4,30
836,/root/bucket1/mathematician-beekeepers-long.mp4,34
